year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,date
2015,8,7,22,30.0,30.0,2.0,55.0,800.0,72.0,20.4,1010.8,19.1,0.4,ENE,1.0,Guanyuan,2015-08-07
2015,8,7,23,32.0,32.0,2.0,61.0,800.0,54.0,19.8,1010.7,18.8,0.1,NNE,0.9,Guanyuan,2015-08-07
2015,8,8,0,40.0,40.0,2.0,68.0,800.0,39.0,19.4,1010.2,18.7,0.0,NE,0.2,Guanyuan,2015-08-08
2015,8,8,1,34.0,34.0,2.0,67.0,900.0,23.0,19.5,1010.1,18.8,0.0,E,0.8,Guanyuan,2015-08-08
2015,8,8,2,36.0,36.0,2.0,82.0,800.0,10.0,19.5,1009.8,19.0,0.0,WSW,0.9,Guanyuan,2015-08-08
2015,8,8,3,43.0,43.0,2.0,81.0,900.0,7.0,19.4,1009.6,18.9,0.0,ENE,1.0,Guanyuan,2015-08-08
2015,8,8,4,45.0,45.0,2.0,83.0,900.0,4.0,19.6,1009.6,18.6,0.0,N,1.1,Guanyuan,2015-08-08
2015,8,8,5,47.0,47.0,2.0,75.0,800.0,3.0,19.3,1009.3,18.6,0.0,ENE,1.5,Guanyuan,2015-08-08
2015,8,8,6,48.0,48.0,2.0,61.0,800.0,16.0,19.5,1009.8,18.8,0.0,E,0.6,Guanyuan,2015-08-08
2015,8,8,7,45.0,45.0,2.0,63.0,800.0,17.0,20.6,1009.9,18.9,0.0,NNE,1.1,Guanyuan,2015-08-08
2015,8,8,8,50.0,50.0,2.0,72.0,900.0,16.0,22.6,1009.9,19.2,0.0,NE,1.1,Guanyuan,2015-08-08
2015,8,8,9,38.0,38.0,2.0,60.0,700.0,34.0,23.8,1010.1,18.9,0.0,NNE,1.5,Guanyuan,2015-08-08
2015,8,8,10,28.0,31.0,2.0,45.0,700.0,65.0,25.1,1010.1,18.5,0.0,NNE,1.5,Guanyuan,2015-08-08
2015,8,8,11,31.0,31.0,2.0,37.0,600.0,94.0,26.1,1010.1,18.8,0.0,E,1.5,Guanyuan,2015-08-08
2015,8,8,12,26.0,27.0,2.0,32.0,600.0,119.0,27.6,1009.6,17.7,0.0,SSW,1.4,Guanyuan,2015-08-08
2015,8,8,13,34.0,39.0,2.0,35.0,700.0,135.0,29.3,1009.0,19.0,0.0,ENE,0.6,Guanyuan,2015-08-08
2015,8,8,14,53.0,79.0,7.0,39.0,900.0,45.0,29.9,1008.2,19.6,0.0,E,0.8,Guanyuan,2015-08-08
2015,8,8,15,53.0,79.0,3.0,39.0,800.0,174.0,31.1,1007.0,18.1,0.0,WSW,1.7,Guanyuan,2015-08-08
2015,8,8,16,47.0,80.0,2.0,37.0,700.0,202.0,31.5,1006.6,20.1,0.0,SW,1.6,Guanyuan,2015-08-08
2015,8,8,17,60.0,74.0,2.0,33.0,700.0,193.0,31.3,1006.5,19.6,0.0,WSW,1.6,Guanyuan,2015-08-08
2015,8,8,18,56.0,80.0,2.0,39.0,800.0,179.0,31.0,1006.3,19.7,0.0,SW,1.3,Guanyuan,2015-08-08
2015,8,8,19,56.0,92.0,2.0,47.0,800.0,156.0,28.4,1006.8,20.7,0.0,E,0.7,Guanyuan,2015-08-08
2015,8,8,20,72.0,115.0,2.0,53.0,1000.0,130.0,27.0,1007.1,21.5,0.0,ENE,0.9,Guanyuan,2015-08-08
2015,8,8,21,78.0,116.0,2.0,53.0,900.0,118.0,25.5,1007.6,22.4,0.0,SW,0.2,Guanyuan,2015-08-08
2015,8,8,22,83.0,110.0,2.0,53.0,900.0,103.0,24.4,1007.5,22.3,0.0,SW,0.2,Guanyuan,2015-08-08
2015,8,8,23,89.0,113.0,2.0,53.0,900.0,88.0,23.8,1007.7,22.2,0.0,ESE,0.7,Guanyuan,2015-08-08
2015,8,9,0,94.0,110.0,2.0,61.0,1000.0,63.0,23.8,1007.6,22.6,0.0,SW,0.2,Guanyuan,2015-08-09
2015,8,9,1,100.0,118.0,2.0,62.0,1000.0,65.0,23.6,1007.5,22.6,0.0,SW,0.0,Guanyuan,2015-08-09
2015,8,9,2,105.0,121.0,2.0,60.0,1000.0,59.0,23.7,1007.5,21.8,0.0,NE,1.2,Guanyuan,2015-08-09
2015,8,9,3,101.0,106.0,2.0,98.0,1100.0,15.0,23.1,1007.0,21.7,0.0,ENE,1.0,Guanyuan,2015-08-09
2015,8,9,4,80.0,80.0,2.0,115.0,1100.0,3.0,23.1,1006.5,20.6,0.0,NNE,0.9,Guanyuan,2015-08-09
2015,8,9,5,78.0,78.0,2.0,99.0,1000.0,9.0,22.3,1006.6,20.8,0.0,E,1.2,Guanyuan,2015-08-09
2015,8,9,6,68.0,68.0,2.0,108.0,900.0,2.0,21.9,1006.7,20.7,0.0,ENE,0.8,Guanyuan,2015-08-09
2015,8,9,7,53.0,53.0,2.0,78.0,900.0,32.0,23.7,1006.8,20.2,0.0,N,1.5,Guanyuan,2015-08-09
2015,8,9,8,49.0,49.0,2.0,63.0,800.0,53.0,25.4,1007.3,20.4,0.0,ESE,0.8,Guanyuan,2015-08-09
2015,8,9,9,48.0,49.0,2.0,49.0,700.0,81.0,27.1,1007.4,20.4,0.0,ENE,0.9,Guanyuan,2015-08-09
2015,8,9,10,40.0,52.0,3.0,46.0,700.0,105.0,28.6,1007.6,19.0,0.0,NNE,1.0,Guanyuan,2015-08-09
2015,8,9,11,46.0,46.0,5.0,46.0,700.0,119.0,29.9,1007.4,20.2,0.0,WNW,1.8,Guanyuan,2015-08-09
2015,8,9,12,48.0,53.0,5.0,41.0,800.0,147.0,31.4,1007.1,19.4,0.0,SW,1.4,Guanyuan,2015-08-09
2015,8,9,13,53.0,88.0,4.0,50.0,900.0,185.0,32.4,1006.7,20.3,0.0,SSW,1.9,Guanyuan,2015-08-09
2015,8,9,14,61.0,77.0,4.0,39.0,800.0,220.0,33.0,1006.0,18.8,0.0,E,1.2,Guanyuan,2015-08-09
2015,8,9,15,65.0,102.0,4.0,35.0,800.0,269.0,33.6,1005.2,19.7,0.0,SSW,1.4,Guanyuan,2015-08-09
2015,8,9,16,66.0,82.0,3.0,32.0,800.0,240.0,33.8,1004.6,17.9,0.0,SSW,1.3,Guanyuan,2015-08-09
2015,8,9,17,55.0,71.0,3.0,29.0,800.0,214.0,33.7,1004.3,20.1,0.0,WSW,2.2,Guanyuan,2015-08-09
2015,8,9,18,54.0,86.0,2.0,30.0,800.0,213.0,33.3,1004.2,20.1,0.0,W,1.4,Guanyuan,2015-08-09
2015,8,9,19,56.0,87.0,2.0,38.0,900.0,177.0,31.8,1004.7,22.5,0.0,WSW,1.2,Guanyuan,2015-08-09
2015,8,9,20,53.0,92.0,2.0,47.0,900.0,144.0,28.1,1005.1,22.6,0.0,W,0.5,Guanyuan,2015-08-09
2015,8,9,21,58.0,104.0,2.0,53.0,900.0,114.0,26.9,1005.6,22.3,0.0,SW,0.5,Guanyuan,2015-08-09
2015,8,9,22,70.0,137.0,2.0,52.0,1000.0,116.0,26.7,1005.7,23.0,0.0,SSW,0.8,Guanyuan,2015-08-09
2015,8,9,23,82.0,134.0,2.0,64.0,1100.0,82.0,26.5,1005.8,23.4,0.0,W,0.6,Guanyuan,2015-08-09
2015,8,10,0,79.0,117.0,2.0,58.0,1100.0,65.0,25.8,1005.8,23.5,0.0,E,1.1,Guanyuan,2015-08-10
2015,8,10,1,82.0,117.0,2.0,85.0,1200.0,36.0,25.1,1005.9,23.0,0.0,SE,0.7,Guanyuan,2015-08-10
2015,8,10,2,80.0,122.0,2.0,110.0,1100.0,19.0,24.5,1005.8,23.1,0.0,ESE,0.3,Guanyuan,2015-08-10
2015,8,10,3,80.0,105.0,2.0,106.0,1000.0,21.0,24.2,1005.7,22.8,0.0,NNE,0.8,Guanyuan,2015-08-10
2015,8,10,4,81.0,100.0,2.0,92.0,1000.0,30.0,24.2,1005.8,21.7,0.0,ENE,0.7,Guanyuan,2015-08-10
2015,8,10,5,72.0,72.0,2.0,68.0,900.0,45.0,24.3,1005.8,20.8,0.0,N,2.1,Guanyuan,2015-08-10
2015,8,10,6,40.0,40.0,2.0,40.0,800.0,77.0,23.9,1006.5,20.6,0.0,NE,1.2,Guanyuan,2015-08-10
2015,8,10,7,48.0,79.0,2.0,63.0,900.0,63.0,25.1,1006.7,20.6,0.0,NE,1.6,Guanyuan,2015-08-10
2015,8,10,8,65.0,92.0,2.0,90.0,1000.0,44.0,26.8,1006.9,19.9,0.0,NE,2.2,Guanyuan,2015-08-10
2015,8,10,9,62.0,84.0,3.0,66.0,900.0,88.0,28.6,1007.1,19.5,0.0,NNE,2.0,Guanyuan,2015-08-10
2015,8,10,10,50.0,78.0,2.0,39.0,800.0,93.0,29.9,1007.0,19.9,0.0,NE,2.0,Guanyuan,2015-08-10
2015,8,10,11,38.0,51.0,2.0,41.0,700.0,136.0,31.2,1006.6,18.2,0.0,N,2.1,Guanyuan,2015-08-10
2015,8,10,12,32.0,32.0,2.0,24.0,600.0,151.0,32.1,1005.9,19.0,0.0,NNE,1.8,Guanyuan,2015-08-10
2015,8,10,13,24.0,30.0,2.0,17.0,500.0,174.0,33.0,1005.1,20.2,0.0,NE,1.7,Guanyuan,2015-08-10
2015,8,10,14,29.0,29.0,2.0,14.0,500.0,194.0,33.5,1004.4,18.0,0.0,E,1.8,Guanyuan,2015-08-10
2015,8,10,15,21.0,21.0,2.0,11.0,500.0,205.0,34.1,1003.7,16.9,0.0,ENE,1.9,Guanyuan,2015-08-10
2015,8,10,16,25.0,25.0,2.0,10.0,400.0,172.0,34.9,1003.3,15.8,0.0,ESE,1.3,Guanyuan,2015-08-10
2015,8,10,17,24.0,25.0,2.0,8.0,400.0,183.0,34.8,1003.2,16.6,0.0,ESE,1.0,Guanyuan,2015-08-10
2015,8,10,18,21.0,25.0,2.0,12.0,500.0,173.0,33.7,1003.4,17.4,0.0,E,1.4,Guanyuan,2015-08-10
2015,8,10,19,21.0,32.0,2.0,18.0,500.0,157.0,31.4,1003.6,19.1,0.0,ESE,1.2,Guanyuan,2015-08-10
2015,8,10,20,34.0,70.0,2.0,28.0,700.0,168.0,28.4,1004.0,18.2,0.0,ESE,0.9,Guanyuan,2015-08-10
2015,8,10,21,34.0,76.0,2.0,39.0,800.0,122.0,28.9,1004.6,20.1,0.0,ESE,1.6,Guanyuan,2015-08-10
2015,8,10,22,46.0,84.0,2.0,68.0,900.0,61.0,28.2,1005.1,22.2,0.0,ESE,2.0,Guanyuan,2015-08-10
2015,8,10,23,59.0,167.0,3.0,88.0,1100.0,51.0,27.9,1005.3,21.7,0.0,ESE,2.2,Guanyuan,2015-08-10
2015,8,11,0,94.0,154.0,6.0,65.0,1600.0,86.0,26.0,1005.4,22.9,0.0,E,2.1,Guanyuan,2015-08-11
2015,8,11,1,124.0,196.0,5.0,60.0,1600.0,89.0,25.7,1005.2,22.8,0.0,ENE,1.6,Guanyuan,2015-08-11
2015,8,11,2,148.0,189.0,3.0,70.0,1600.0,66.0,26.0,1005.5,23.1,0.0,NNE,0.9,Guanyuan,2015-08-11
2015,8,11,3,144.0,163.0,3.0,71.0,1500.0,53.0,25.8,1005.5,22.9,0.0,E,1.2,Guanyuan,2015-08-11
2015,8,11,4,145.0,153.0,3.0,72.0,1600.0,49.0,26.0,1005.3,22.1,0.0,ENE,1.0,Guanyuan,2015-08-11
2015,8,11,5,147.0,147.0,4.0,79.0,1900.0,41.0,25.3,1005.4,22.2,0.0,ENE,1.0,Guanyuan,2015-08-11
2015,8,11,6,135.0,135.0,5.0,91.0,1700.0,22.0,25.8,1006.0,21.7,0.0,ENE,1.0,Guanyuan,2015-08-11
2015,8,11,7,126.0,126.0,8.0,101.0,2000.0,12.0,26.1,1006.0,21.1,0.0,ENE,1.0,Guanyuan,2015-08-11
2015,8,11,8,121.0,124.0,14.0,94.0,2300.0,26.0,27.7,1006.2,21.5,0.0,NE,1.2,Guanyuan,2015-08-11
2015,8,11,9,118.0,124.0,18.0,81.0,2300.0,72.0,28.6,1006.0,21.6,0.0,E,1.7,Guanyuan,2015-08-11
2015,8,11,10,118.0,142.0,17.0,99.0,2000.0,67.0,29.1,1005.9,21.8,0.0,NE,1.6,Guanyuan,2015-08-11
2015,8,11,11,120.0,133.0,16.0,92.0,1900.0,125.0,30.8,1005.4,22.7,0.0,E,1.3,Guanyuan,2015-08-11
2015,8,11,12,118.0,135.0,14.0,84.0,1900.0,187.0,31.7,1004.9,22.1,0.0,SW,1.7,Guanyuan,2015-08-11
2015,8,11,13,109.0,114.0,11.0,70.0,1700.0,254.0,32.9,1004.2,21.1,0.0,SSW,1.3,Guanyuan,2015-08-11
2015,8,11,14,95.0,95.0,10.0,57.0,1600.0,297.0,33.6,1003.2,20.7,0.0,ENE,1.3,Guanyuan,2015-08-11
2015,8,11,15,78.0,78.0,9.0,41.0,1400.0,303.0,33.5,1002.5,19.9,0.0,SSW,0.7,Guanyuan,2015-08-11
2015,8,11,16,70.0,94.0,7.0,33.0,1300.0,280.0,33.9,1002.2,19.2,0.0,SSW,1.9,Guanyuan,2015-08-11
2015,8,11,17,56.0,75.0,4.0,26.0,1000.0,204.0,30.9,1002.3,20.5,0.2,SSW,3.8,Guanyuan,2015-08-11
2015,8,11,18,64.0,126.0,4.0,30.0,1100.0,205.0,31.3,1002.2,20.3,0.0,S,1.5,Guanyuan,2015-08-11
2015,8,11,19,73.0,91.0,4.0,34.0,1100.0,191.0,31.3,1002.4,20.9,0.0,SW,1.2,Guanyuan,2015-08-11
2015,8,11,20,94.0,168.0,3.0,42.0,1300.0,179.0,30.9,1002.7,21.1,0.0,SW,1.6,Guanyuan,2015-08-11
2015,8,11,21,93.0,122.0,3.0,41.0,1200.0,154.0,29.3,1003.3,22.5,0.0,SSW,0.7,Guanyuan,2015-08-11
2015,8,11,22,92.0,151.0,3.0,46.0,1200.0,128.0,29.4,1003.2,21.6,0.0,SW,2.4,Guanyuan,2015-08-11
2015,8,11,23,99.0,136.0,4.0,38.0,1300.0,141.0,28.8,1003.3,21.3,0.0,WSW,1.9,Guanyuan,2015-08-11
2015,8,12,0,99.0,142.0,4.0,40.0,1200.0,117.0,28.1,1003.5,20.9,0.0,WSW,2.6,Guanyuan,2015-08-12
2015,8,12,1,107.0,149.0,4.0,45.0,1200.0,98.0,27.5,1003.5,21.3,0.0,W,1.9,Guanyuan,2015-08-12
2015,8,12,2,112.0,153.0,2.0,53.0,1100.0,72.0,26.9,1003.3,21.4,0.0,SW,1.1,Guanyuan,2015-08-12
2015,8,12,3,104.0,123.0,2.0,51.0,1200.0,69.0,25.2,1003.1,22.1,0.0,W,0.9,Guanyuan,2015-08-12
2015,8,12,4,92.0,105.0,2.0,62.0,1100.0,46.0,24.5,1003.0,22.6,0.0,SE,0.8,Guanyuan,2015-08-12
2015,8,12,5,94.0,120.0,2.0,96.0,1200.0,11.0,24.1,1003.1,22.9,0.0,NE,1.2,Guanyuan,2015-08-12
2015,8,12,6,96.0,123.0,2.0,95.0,1200.0,14.0,24.4,1003.1,22.3,0.0,NNE,0.8,Guanyuan,2015-08-12
2015,8,12,7,104.0,142.0,2.0,92.0,1300.0,27.0,25.2,1003.7,22.1,0.0,NNE,2.0,Guanyuan,2015-08-12
2015,8,12,8,102.0,129.0,3.0,66.0,1400.0,78.0,26.8,1003.7,22.2,0.0,NE,1.4,Guanyuan,2015-08-12
2015,8,12,9,102.0,126.0,3.0,80.0,1400.0,92.0,28.6,1003.4,22.6,0.0,NE,1.1,Guanyuan,2015-08-12
2015,8,12,10,90.0,103.0,3.0,80.0,1300.0,131.0,30.9,1003.2,22.8,0.0,SE,0.9,Guanyuan,2015-08-12
2015,8,12,11,75.0,95.0,2.0,66.0,1200.0,171.0,31.8,1003.0,22.2,0.0,ESE,1.5,Guanyuan,2015-08-12
2015,8,12,12,69.0,84.0,2.0,50.0,1100.0,228.0,33.2,1002.2,22.0,0.0,SSE,1.5,Guanyuan,2015-08-12
2015,8,12,13,65.0,79.0,2.0,37.0,900.0,248.0,34.7,1001.5,19.1,0.0,SW,3.1,Guanyuan,2015-08-12
2015,8,12,14,57.0,70.0,2.0,27.0,800.0,226.0,35.4,1000.8,17.1,0.0,SW,3.8,Guanyuan,2015-08-12
2015,8,12,15,48.0,54.0,2.0,20.0,800.0,204.0,35.5,1000.2,17.2,0.0,SW,4.1,Guanyuan,2015-08-12
2015,8,12,16,56.0,96.0,4.0,17.0,700.0,207.0,35.6,999.7,17.3,0.0,SW,3.8,Guanyuan,2015-08-12
2015,8,12,17,72.0,124.0,4.0,24.0,800.0,222.0,35.0,999.6,16.8,0.0,SW,3.7,Guanyuan,2015-08-12
2015,8,12,18,66.0,121.0,5.0,28.0,900.0,216.0,33.9,999.4,19.6,0.0,SW,3.9,Guanyuan,2015-08-12
2015,8,12,19,75.0,148.0,5.0,31.0,900.0,216.0,32.5,999.8,21.4,0.0,SSW,3.7,Guanyuan,2015-08-12
2015,8,12,20,92.0,175.0,7.0,33.0,1000.0,211.0,31.6,1000.3,21.5,0.0,SSW,1.8,Guanyuan,2015-08-12
2015,8,12,21,105.0,180.0,8.0,40.0,1100.0,197.0,30.8,1000.9,21.6,0.0,SSW,2.6,Guanyuan,2015-08-12
2015,8,12,22,104.0,167.0,9.0,42.0,1100.0,172.0,30.1,1000.9,21.5,0.0,SSW,2.0,Guanyuan,2015-08-12
2015,8,12,23,106.0,163.0,8.0,42.0,1000.0,155.0,29.3,1000.9,21.5,0.0,S,1.2,Guanyuan,2015-08-12
2015,8,13,0,113.0,164.0,7.0,42.0,1000.0,137.0,28.4,1001.0,21.2,0.0,SSE,1.7,Guanyuan,2015-08-13
2015,8,13,1,123.0,170.0,6.0,47.0,1100.0,112.0,26.7,1001.1,21.7,0.0,E,1.1,Guanyuan,2015-08-13
2015,8,13,2,131.0,167.0,4.0,52.0,1100.0,91.0,26.5,1001.0,21.5,0.0,SE,1.3,Guanyuan,2015-08-13
2015,8,13,3,131.0,161.0,3.0,55.0,1100.0,76.0,25.8,1000.8,21.7,0.0,ESE,0.9,Guanyuan,2015-08-13
2015,8,13,4,133.0,171.0,3.0,76.0,1200.0,47.0,24.5,1000.9,21.8,0.0,ESE,0.8,Guanyuan,2015-08-13
2015,8,13,5,146.0,187.0,2.0,104.0,1200.0,11.0,23.8,1001.0,21.9,0.0,ENE,1.1,Guanyuan,2015-08-13
2015,8,13,6,145.0,174.0,2.0,105.0,1200.0,10.0,24.2,1001.6,21.7,0.0,NE,1.3,Guanyuan,2015-08-13
2015,8,13,7,141.0,177.0,3.0,108.0,1200.0,15.0,25.0,1001.7,21.9,0.0,ENE,1.1,Guanyuan,2015-08-13
2015,8,13,8,137.0,179.0,7.0,101.0,1200.0,36.0,26.4,1001.6,22.0,0.0,ENE,1.6,Guanyuan,2015-08-13
2015,8,13,9,132.0,163.0,11.0,87.0,1200.0,73.0,27.8,1001.3,22.1,0.0,NE,1.3,Guanyuan,2015-08-13
2015,8,13,10,132.0,167.0,14.0,88.0,1300.0,107.0,29.0,1001.0,22.5,0.0,ENE,1.2,Guanyuan,2015-08-13
2015,8,13,11,137.0,170.0,15.0,81.0,1300.0,156.0,30.2,1000.4,22.4,0.0,ENE,1.3,Guanyuan,2015-08-13
2015,8,13,12,142.0,174.0,13.0,85.0,1400.0,207.0,31.2,999.7,23.1,0.0,WNW,1.6,Guanyuan,2015-08-13
2015,8,13,13,142.0,158.0,11.0,78.0,1300.0,291.0,32.9,999.1,23.0,0.0,ENE,1.2,Guanyuan,2015-08-13
2015,8,13,14,151.0,200.0,8.0,69.0,1200.0,352.0,33.8,998.3,21.6,0.0,SW,2.3,Guanyuan,2015-08-13
2015,8,13,15,112.0,129.0,5.0,52.0,1100.0,301.0,34.3,997.8,19.9,0.0,SW,3.3,Guanyuan,2015-08-13
2015,8,13,16,110.0,139.0,7.0,47.0,1200.0,298.0,34.5,997.3,20.8,0.0,SW,2.7,Guanyuan,2015-08-13
2015,8,13,17,106.0,114.0,11.0,43.0,1300.0,265.0,34.0,997.1,18.9,0.0,SW,4.5,Guanyuan,2015-08-13
2015,8,13,18,101.0,166.0,12.0,44.0,1400.0,273.0,32.8,996.8,21.0,0.0,SW,3.8,Guanyuan,2015-08-13
2015,8,13,19,125.0,197.0,13.0,52.0,1500.0,253.0,32.0,997.1,21.2,0.0,SSW,2.5,Guanyuan,2015-08-13
2015,8,13,20,114.0,165.0,17.0,48.0,1600.0,232.0,31.4,997.3,21.3,0.0,SSW,2.7,Guanyuan,2015-08-13
2015,8,13,21,105.0,145.0,19.0,44.0,1500.0,200.0,30.9,997.8,20.8,0.0,SW,3.3,Guanyuan,2015-08-13
2015,8,13,22,98.0,138.0,14.0,41.0,1200.0,168.0,30.4,997.7,20.3,0.0,SW,3.4,Guanyuan,2015-08-13
2015,8,13,23,95.0,140.0,10.0,42.0,1100.0,138.0,30.0,997.8,20.3,0.0,SW,3.3,Guanyuan,2015-08-13
2015,8,14,0,101.0,131.0,9.0,40.0,1100.0,133.0,29.3,997.6,21.0,0.0,SW,4.0,Guanyuan,2015-08-14
2015,8,14,1,103.0,142.0,9.0,40.0,1200.0,123.0,28.5,997.8,21.3,0.0,SW,3.4,Guanyuan,2015-08-14
2015,8,14,2,117.0,183.0,8.0,50.0,1300.0,103.0,27.7,998.1,21.5,0.0,WSW,1.6,Guanyuan,2015-08-14
2015,8,14,3,148.0,209.0,5.0,77.0,1600.0,66.0,27.7,998.2,22.2,0.0,NW,1.4,Guanyuan,2015-08-14
2015,8,14,4,155.0,303.0,5.0,106.0,1500.0,32.0,25.8,998.4,22.3,0.0,W,0.7,Guanyuan,2015-08-14
2015,8,14,5,146.0,173.0,4.0,64.0,1400.0,55.0,25.2,998.6,22.3,0.0,ENE,0.6,Guanyuan,2015-08-14
2015,8,14,6,119.0,119.0,5.0,60.0,1300.0,67.0,24.1,998.9,22.4,0.0,ENE,1.0,Guanyuan,2015-08-14
2015,8,14,7,97.0,118.0,5.0,91.0,1400.0,27.0,25.6,999.1,22.5,0.0,ENE,0.7,Guanyuan,2015-08-14
2015,8,14,8,51.0,78.0,6.0,79.0,900.0,46.0,29.0,999.3,16.5,0.0,NW,1.6,Guanyuan,2015-08-14
2015,8,14,9,24.0,24.0,4.0,42.0,600.0,96.0,29.9,999.3,15.6,0.0,NNW,3.9,Guanyuan,2015-08-14
2015,8,14,10,20.0,20.0,3.0,25.0,500.0,110.0,30.8,999.4,16.0,0.0,NW,2.4,Guanyuan,2015-08-14
2015,8,14,11,25.0,25.0,3.0,24.0,500.0,102.0,31.0,999.4,14.6,0.0,NW,2.9,Guanyuan,2015-08-14
2015,8,14,12,30.0,30.0,2.0,16.0,500.0,102.0,31.8,999.3,13.1,0.0,NW,3.0,Guanyuan,2015-08-14
2015,8,14,13,28.0,28.0,2.0,12.0,500.0,99.0,31.0,999.3,12.4,0.0,WNW,4.4,Guanyuan,2015-08-14
2015,8,14,14,29.0,38.0,2.0,10.0,500.0,99.0,30.9,999.2,12.3,0.0,WNW,4.1,Guanyuan,2015-08-14
2015,8,14,15,31.0,51.0,3.0,14.0,600.0,103.0,31.1,999.1,12.5,0.0,NW,2.9,Guanyuan,2015-08-14
2015,8,14,16,33.0,34.0,3.0,11.0,500.0,118.0,31.3,998.5,12.6,0.0,NW,2.2,Guanyuan,2015-08-14
2015,8,14,17,36.0,43.0,3.0,10.0,600.0,129.0,31.3,998.0,14.0,0.0,E,1.4,Guanyuan,2015-08-14
2015,8,14,18,28.0,33.0,3.0,14.0,600.0,126.0,31.2,997.8,12.5,0.0,ENE,1.6,Guanyuan,2015-08-14
2015,8,14,19,32.0,61.0,2.0,30.0,600.0,99.0,28.3,998.3,16.9,0.0,ESE,1.2,Guanyuan,2015-08-14
2015,8,14,20,36.0,79.0,2.0,37.0,800.0,106.0,25.6,999.2,15.6,0.0,SW,0.2,Guanyuan,2015-08-14
2015,8,14,21,49.0,130.0,4.0,35.0,800.0,129.0,25.7,999.8,16.3,0.0,SSW,0.8,Guanyuan,2015-08-14
2015,8,14,22,56.0,141.0,4.0,51.0,900.0,101.0,26.8,1000.0,15.5,0.0,SW,1.2,Guanyuan,2015-08-14
2015,8,14,23,60.0,131.0,5.0,37.0,800.0,129.0,25.0,1000.1,17.0,0.0,SW,1.1,Guanyuan,2015-08-14
2015,8,15,0,68.0,136.0,6.0,35.0,900.0,115.0,23.9,1000.3,19.4,0.0,SW,0.1,Guanyuan,2015-08-15
2015,8,15,1,61.0,79.0,4.0,60.0,900.0,55.0,24.1,1000.3,19.0,0.0,NE,1.0,Guanyuan,2015-08-15
2015,8,15,2,43.0,63.0,3.0,62.0,800.0,29.0,23.1,1000.3,17.6,0.0,ENE,1.4,Guanyuan,2015-08-15
2015,8,15,3,44.0,65.0,3.0,54.0,800.0,37.0,23.4,1000.4,16.7,0.0,NE,1.0,Guanyuan,2015-08-15
2015,8,15,4,43.0,68.0,3.0,67.0,900.0,20.0,23.1,1000.4,16.6,0.0,N,1.6,Guanyuan,2015-08-15
2015,8,15,5,44.0,68.0,3.0,66.0,800.0,17.0,23.2,1000.9,16.3,0.0,N,1.8,Guanyuan,2015-08-15
2015,8,15,6,42.0,80.0,3.0,71.0,800.0,7.0,23.0,1001.6,15.8,0.0,N,2.2,Guanyuan,2015-08-15
2015,8,15,7,41.0,59.0,3.0,59.0,800.0,21.0,24.0,1002.1,16.3,0.0,NNE,2.0,Guanyuan,2015-08-15
2015,8,15,8,33.0,42.0,8.0,50.0,800.0,33.0,25.7,1002.3,15.7,0.0,N,2.3,Guanyuan,2015-08-15
2015,8,15,9,30.0,49.0,13.0,42.0,800.0,44.0,28.2,1002.4,15.5,0.0,NE,1.4,Guanyuan,2015-08-15
2015,8,15,10,20.0,39.0,9.0,26.0,600.0,68.0,29.3,1002.5,13.9,0.0,N,2.3,Guanyuan,2015-08-15
2015,8,15,11,21.0,27.0,3.0,14.0,500.0,94.0,30.9,1002.3,12.3,0.0,N,3.0,Guanyuan,2015-08-15
2015,8,15,12,9.0,23.0,2.0,10.0,500.0,127.0,31.9,1001.5,11.7,0.0,NNE,2.4,Guanyuan,2015-08-15
2015,8,15,13,12.0,18.0,2.0,5.0,400.0,145.0,32.7,1001.0,12.3,0.0,NE,2.6,Guanyuan,2015-08-15
2015,8,15,14,12.0,15.0,2.0,3.0,400.0,132.0,33.2,1000.3,11.7,0.0,NW,2.0,Guanyuan,2015-08-15
2015,8,15,15,13.0,13.0,2.0,2.0,400.0,129.0,33.8,999.8,12.2,0.0,NE,1.5,Guanyuan,2015-08-15
2015,8,15,16,16.0,16.0,2.0,3.0,400.0,129.0,34.1,999.4,13.0,0.0,ENE,1.8,Guanyuan,2015-08-15
2015,8,15,17,19.0,23.0,3.0,4.0,400.0,136.0,34.0,999.2,11.2,0.0,ESE,1.8,Guanyuan,2015-08-15
2015,8,15,18,18.0,38.0,3.0,8.0,400.0,142.0,33.1,999.3,13.2,0.0,E,1.6,Guanyuan,2015-08-15
2015,8,15,19,20.0,63.0,4.0,19.0,600.0,173.0,31.4,999.7,15.0,0.0,SE,0.9,Guanyuan,2015-08-15
2015,8,15,20,21.0,58.0,3.0,24.0,600.0,163.0,31.3,1000.3,11.7,0.0,S,1.5,Guanyuan,2015-08-15
2015,8,15,21,21.0,93.0,4.0,33.0,600.0,149.0,29.6,1001.0,14.6,0.0,WSW,1.3,Guanyuan,2015-08-15
2015,8,15,22,25.0,69.0,4.0,28.0,600.0,145.0,29.0,1001.0,14.8,0.0,WSW,2.1,Guanyuan,2015-08-15
2015,8,15,23,25.0,76.0,5.0,35.0,700.0,118.0,29.0,1001.2,15.2,0.0,WSW,1.9,Guanyuan,2015-08-15
